#iter	     #Particle	       tx	       ty	       tz	     twist	     energy	     
1.0000	      1.0000	      0.0000	      0.0000	      3.4409	      21.7987	      -564362.1454	      
1.0000	      2.0000	      0.0000	      0.0000	      3.4248	      28.1067	      -564400.0974	      
1.0000	      3.0000	      0.0000	      0.0000	      3.4284	      10.7364	      -563138.2132	      
1.0000	      4.0000	      0.0000	      0.0000	      3.4365	      24.0846	      -564385.8968	      
1.0000	      5.0000	      0.0000	      0.0000	      3.4856	      25.2331	      -564395.9922	      
1.0000	      6.0000	      0.0000	      0.0000	      3.4770	      22.7730	      -564380.4386	      
1.0000	      7.0000	      0.0000	      0.0000	      3.4833	      27.1045	      -564400.7237	      
1.0000	      8.0000	      0.0000	      0.0000	      3.4870	      25.7146	      -564397.5085	      
1.0000	      9.0000	      0.0000	      0.0000	      3.4380	      15.8603	      -564068.2400	      
1.0000	      10.0000	      0.0000	      0.0000	      3.4692	      14.8097	      -563986.7201	      
1.0000	      11.0000	      0.0000	      0.0000	      3.4530	      14.6073	      -563939.9987	      
1.0000	      12.0000	      0.0000	      0.0000	      3.4037	      10.9281	      -563110.5747	      
1.0000	      13.0000	      0.0000	      0.0000	      3.4227	      22.2583	      -564365.3696	      
1.0000	      14.0000	      0.0000	      0.0000	      3.4621	      12.7414	      -563664.7479	      
1.0000	      15.0000	      0.0000	      0.0000	      3.4171	      17.1065	      -564161.5178	      
2.0000	      1.0000	      0.0000	      0.0000	      3.4504	      22.9318	      -564378.2262	      
2.0000	      2.0000	      0.0000	      0.0000	      3.4994	      28.1402	      -564402.7837	      
2.0000	      3.0000	      0.0000	      0.0000	      3.4472	      10.9426	      -563247.8795	      
2.0000	      4.0000	      0.0000	      0.0000	      3.4571	      25.4930	      -564395.0260	      
2.0000	      5.0000	      0.0000	      0.0000	      3.4362	      25.7368	      -564394.1503	      
2.0000	      6.0000	      0.0000	      0.0000	      3.4470	      24.1012	      -564387.1647	      
2.0000	      7.0000	      0.0000	      0.0000	      3.4926	      27.3416	      -564401.4396	      
2.0000	      8.0000	      0.0000	      0.0000	      3.4410	      26.1732	      -564395.9191	      
2.0000	      9.0000	      0.0000	      0.0000	      3.4584	      18.6933	      -564279.6128	      
2.0000	      10.0000	      0.0000	      0.0000	      3.4907	      15.5626	      -564091.1669	      
2.0000	      11.0000	      0.0000	      0.0000	      3.4609	      17.3701	      -564210.0648	      
2.0000	      12.0000	      0.0000	      0.0000	      3.4565	      11.7246	      -563453.3365	      
2.0000	      13.0000	      0.0000	      0.0000	      3.4713	      22.7365	      -564379.2340	      
2.0000	      14.0000	      0.0000	      0.0000	      3.4311	      15.6026	      -564033.6289	      
2.0000	      15.0000	      0.0000	      0.0000	      3.4285	      19.5915	      -564303.6701	      
3.0000	      1.0000	      0.0000	      0.0000	      3.4337	      24.2347	      -564386.5223	      
3.0000	      2.0000	      0.0000	      0.0000	      3.4216	      28.1636	      -564400.0938	      
3.0000	      3.0000	      0.0000	      0.0000	      3.4710	      13.0111	      -563729.1781	      
3.0000	      4.0000	      0.0000	      0.0000	      3.4478	      26.6871	      -564397.9064	      
3.0000	      5.0000	      0.0000	      0.0000	      3.4814	      26.5688	      -564399.5949	      
3.0000	      6.0000	      0.0000	      0.0000	      3.4891	      25.3813	      -564396.7383	      
3.0000	      7.0000	      0.0000	      0.0000	      3.4405	      27.7316	      -564399.9675	      
3.0000	      8.0000	      0.0000	      0.0000	      3.4489	      26.8317	      -564398.3371	      
3.0000	      9.0000	      0.0000	      0.0000	      3.4157	      22.4130	      -564366.2299	      
3.0000	      10.0000	      0.0000	      0.0000	      3.4166	      17.0485	      -564156.6497	      
3.0000	      11.0000	      0.0000	      0.0000	      3.4768	      20.7219	      -564349.5848	      
3.0000	      12.0000	      0.0000	      0.0000	      3.4775	      12.5226	      -563656.6565	      
3.0000	      13.0000	      0.0000	      0.0000	      3.4255	      23.4850	      -564379.8087	      
3.0000	      14.0000	      0.0000	      0.0000	      3.4941	      19.3180	      -564316.7593	      
3.0000	      15.0000	      0.0000	      0.0000	      3.4674	      22.9731	      -564381.0773	      
4.0000	      1.0000	      0.0000	      0.0000	      3.4030	      25.9181	      -564391.5029	      
4.0000	      2.0000	      0.0000	      0.0000	      3.4304	      28.1695	      -564400.5193	      
4.0000	      3.0000	      0.0000	      0.0000	      3.4909	      17.9264	      -564258.3191	      
4.0000	      4.0000	      0.0000	      0.0000	      3.4223	      27.7117	      -564398.9529	      
4.0000	      5.0000	      0.0000	      0.0000	      3.4135	      27.4212	      -564397.6222	      
4.0000	      6.0000	      0.0000	      0.0000	      3.4307	      27.0502	      -564397.8534	      
4.0000	      7.0000	      0.0000	      0.0000	      3.4719	      28.0070	      -564402.0155	      
4.0000	      8.0000	      0.0000	      0.0000	      3.4465	      27.3488	      -564399.6910	      
4.0000	      9.0000	      0.0000	      0.0000	      3.4415	      25.0570	      -564391.7851	      
4.0000	      10.0000	      0.0000	      0.0000	      3.4924	      20.9891	      -564358.3817	      
4.0000	      11.0000	      0.0000	      0.0000	      3.4333	      23.7977	      -564383.4515	      
4.0000	      12.0000	      0.0000	      0.0000	      3.4043	      14.2874	      -563819.1823	      
4.0000	      13.0000	      0.0000	      0.0000	      3.4620	      24.0523	      -564388.5777	      
4.0000	      14.0000	      0.0000	      0.0000	      3.4788	      23.5953	      -564387.4307	      
4.0000	      15.0000	      0.0000	      0.0000	      3.4410	      25.3662	      -564393.0159	      
5.0000	      1.0000	      0.0000	      0.0000	      3.4722	      27.6289	      -564401.2906	      
5.0000	      2.0000	      0.0000	      0.0000	      3.4137	      28.1673	      -564399.5767	      
5.0000	      3.0000	      0.0000	      0.0000	      3.4052	      22.3737	      -564363.6087	      
5.0000	      4.0000	      0.0000	      0.0000	      3.4877	      28.5120	      -564403.1366	      
5.0000	      5.0000	      0.0000	      0.0000	      3.4611	      28.0422	      -564401.8883	      
5.0000	      6.0000	      0.0000	      0.0000	      3.4125	      28.3409	      -564399.9690	      
5.0000	      7.0000	      0.0000	      0.0000	      3.4663	      28.2048	      -564402.1740	      
5.0000	      8.0000	      0.0000	      0.0000	      3.4636	      27.7461	      -564401.2327	      
5.0000	      9.0000	      0.0000	      0.0000	      3.4390	      27.6134	      -564399.7306	      
5.0000	      10.0000	      0.0000	      0.0000	      3.4159	      24.6961	      -564387.2638	      
5.0000	      11.0000	      0.0000	      0.0000	      3.4471	      26.7415	      -564397.9827	      
