#iter	     #Particle	       tx	       ty	       tz	     twist	     energy	     
1.0000	      1.0000	      0.3465	      0.0559	      3.5707	      -7.5885	      -550347.2818	      
1.0000	      2.0000	      1.8372	      0.8767	      3.3150	      -39.5254	      -558370.8295	      
1.0000	      3.0000	      0.3542	      0.5890	      3.5489	      -10.9338	      -551769.0017	      
1.0000	      4.0000	      1.7429	      0.5651	      3.4469	      -30.8705	      -558321.7871	      
1.0000	      5.0000	      0.0709	      0.7187	      3.4573	      -17.5473	      -549647.4654	      
1.0000	      6.0000	      1.5321	      0.6823	      3.4707	      -30.7018	      -558259.8541	      
1.0000	      7.0000	      1.5603	      0.7140	      3.3988	      -14.7760	      -557964.2527	      
1.0000	      8.0000	      0.4236	      0.7501	      3.4067	      -19.4179	      -553402.5974	      
1.0000	      9.0000	      1.1400	      0.6733	      3.5917	      -10.8891	      -557222.6343	      
1.0000	      10.0000	      1.7092	      0.1158	      3.4867	      -10.2497	      -558117.2642	      
1.0000	      11.0000	      0.8791	      0.0314	      3.4738	      -14.6363	      -555789.7093	      
1.0000	      12.0000	      0.1052	      0.9061	      3.4038	      -34.7881	      -557353.6377	      
1.0000	      13.0000	      0.0890	      0.7032	      3.4585	      -18.6136	      -550722.5055	      
1.0000	      14.0000	      0.9272	      0.2480	      3.3503	      -29.6385	      -557479.7590	      
1.0000	      15.0000	      1.3963	      0.2054	      3.5998	      -39.5807	      -558320.5299	      
2.0000	      1.0000	      0.8459	      0.2790	      3.5454	      -11.1289	      -554837.1433	      
2.0000	      2.0000	      0.3669	      0.3500	      3.3448	      -39.3509	      -558069.6491	      
2.0000	      3.0000	      0.5085	      0.1160	      3.4948	      -16.6382	      -553846.4263	      
2.0000	      4.0000	      0.1428	      0.0541	      3.5194	      -30.9199	      -554020.1264	      
2.0000	      5.0000	      0.7753	      0.4001	      3.4653	      -22.1181	      -556656.3435	      
2.0000	      6.0000	      0.1805	      0.9055	      3.3302	      -32.9303	      -556899.1935	      
2.0000	      7.0000	      0.1470	      0.7771	      3.4873	      -16.3420	      -550397.4734	      
2.0000	      8.0000	      0.7895	      0.1498	      3.3080	      -19.4379	      -555447.8278	      
2.0000	      9.0000	      1.4404	      0.4040	      3.3811	      -15.6010	      -557717.6478	      
2.0000	      10.0000	      0.1463	      0.5596	      3.5662	      -16.1002	      -549051.2248	      
2.0000	      11.0000	      1.5179	      0.4042	      3.5255	      -18.1150	      -557981.5724	      
2.0000	      12.0000	      0.8910	      0.9156	      3.4461	      -34.4341	      -558098.4899	      
2.0000	      13.0000	      0.7015	      0.8346	      3.4033	      -20.9635	      -556182.5581	      
2.0000	      14.0000	      1.7557	      0.6640	      3.5157	      -32.0877	      -558340.9527	      
2.0000	      15.0000	      1.8917	      0.5456	      3.4750	      -38.9494	      -558363.0273	      
3.0000	      1.0000	      1.4592	      0.5518	      3.3708	      -21.7872	      -557936.0655	      
3.0000	      2.0000	      1.0810	      0.9472	      3.3500	      -39.3451	      -558337.6016	      
3.0000	      3.0000	      0.9174	      0.5184	      3.3392	      -26.5903	      -556281.6494	      
3.0000	      4.0000	      1.0737	      0.4966	      3.5315	      -32.0504	      -558047.8024	      
3.0000	      5.0000	      1.4544	      0.9666	      3.3462	      -26.3108	      -558129.0019	      
3.0000	      6.0000	      1.6220	      0.9608	      3.4096	      -34.9667	      -558347.5114	      
3.0000	      7.0000	      1.1077	      0.8340	      3.4025	      -18.6014	      -557353.1381	      
3.0000	      8.0000	      1.0546	      0.4430	      3.4490	      -25.0000	      -557580.4518	      
3.0000	      9.0000	      1.7650	      0.9594	      3.4325	      -23.9922	      -558289.4598	      
