#iter	     #Particle	       tx	       ty	       tz	     twist	     energy	     
1.0000	      1.0000	      0.0000	      0.0000	      3.4471	      15.7108	      -564062.3566	      
1.0000	      2.0000	      0.0000	      0.0000	      3.4250	      13.5200	      -563729.1390	      
1.0000	      3.0000	      0.0000	      0.0000	      3.4863	      13.4952	      -563833.0510	      
1.0000	      4.0000	      0.0000	      0.0000	      3.4991	      22.2409	      -564378.0389	      
1.0000	      5.0000	      0.0000	      0.0000	      3.4086	      27.4610	      -564397.2928	      
1.0000	      6.0000	      0.0000	      0.0000	      3.4701	      23.6507	      -564386.9048	      
1.0000	      7.0000	      0.0000	      0.0000	      3.4173	      13.0585	      -563631.3333	      
1.0000	      8.0000	      0.0000	      0.0000	      3.4051	      18.7903	      -564259.7064	      
1.0000	      9.0000	      0.0000	      0.0000	      3.4627	      29.5362	      -564404.2560	      
1.0000	      10.0000	      0.0000	      0.0000	      3.4661	      24.0502	      -564389.1038	      
1.0000	      11.0000	      0.0000	      0.0000	      3.4463	      10.0036	      -562999.8812	      
1.0000	      12.0000	      0.0000	      0.0000	      3.4466	      18.6751	      -564273.5172	      
1.0000	      13.0000	      0.0000	      0.0000	      3.4116	      25.4215	      -564390.3866	      
1.0000	      14.0000	      0.0000	      0.0000	      3.4619	      28.0171	      -564401.5417	      
1.0000	      15.0000	      0.0000	      0.0000	      3.4408	      20.5748	      -564337.2669	      
2.0000	      1.0000	      0.0000	      0.0000	      3.4482	      17.0450	      -564179.3910	      
2.0000	      2.0000	      0.0000	      0.0000	      3.4580	      15.5322	      -564055.1998	      
2.0000	      3.0000	      0.0000	      0.0000	      3.4246	      16.0988	      -564079.0466	      
2.0000	      4.0000	      0.0000	      0.0000	      3.4601	      22.6874	      -564377.3743	      
2.0000	      5.0000	      0.0000	      0.0000	      3.4190	      28.1338	      -564399.8960	      
2.0000	      6.0000	      0.0000	      0.0000	      3.4935	      25.6982	      -564397.9745	      
2.0000	      7.0000	      0.0000	      0.0000	      3.4251	      16.4583	      -564113.5968	      
2.0000	      8.0000	      0.0000	      0.0000	      3.4459	      21.8823	      -564364.3681	      
2.0000	      9.0000	      0.0000	      0.0000	      3.4039	      29.5874	      -564402.4964	      
2.0000	      10.0000	      0.0000	      0.0000	      3.4273	      25.3400	      -564391.7178	      
2.0000	      11.0000	      0.0000	      0.0000	      3.4671	      15.4451	      -564055.6580	      
2.0000	      12.0000	      0.0000	      0.0000	      3.4994	      19.0142	      -564308.2869	      
2.0000	      13.0000	      0.0000	      0.0000	      3.4585	      25.8142	      -564396.1695	      
2.0000	      14.0000	      0.0000	      0.0000	      3.4218	      28.3043	      -564400.4120	      
2.0000	      15.0000	      0.0000	      0.0000	      3.4562	      21.8921	      -564366.5102	      
3.0000	      1.0000	      0.0000	      0.0000	      3.4000	      20.7852	      -564330.9688	      
3.0000	      2.0000	      0.0000	      0.0000	      3.4918	      17.4180	      -564231.4987	      
3.0000	      3.0000	      0.0000	      0.0000	      3.4750	      21.1769	      -564358.3104	      
3.0000	      4.0000	      0.0000	      0.0000	      3.4767	      24.9927	      -564394.4150	      
3.0000	      5.0000	      0.0000	      0.0000	      3.4152	      28.6483	      -564400.8442	      
3.0000	      6.0000	      0.0000	      0.0000	      3.4790	      27.5306	      -564401.3474	      
