#iter	     #Particle	       tx	       ty	       tz	     twist	     energy	     
1.0000	      1.0000	      0.1448	      0.7799	      3.3883	      -10.7474	      -534222.7728	      
1.0000	      2.0000	      1.8953	      0.0134	      3.3958	      -28.5980	      -563508.5803	      
1.0000	      3.0000	      0.8090	      0.5770	      3.3615	      -33.3713	      -564315.2338	      
1.0000	      4.0000	      0.3409	      0.4127	      3.4916	      -4.9622	      -504496.9413	      
1.0000	      5.0000	      0.1717	      0.8369	      3.4735	      -23.5146	      -561555.6851	      
1.0000	      6.0000	      1.0760	      0.9579	      3.4708	      -2.3106	      -520450.2464	      
1.0000	      7.0000	      0.2707	      0.5960	      3.5482	      -25.3543	      -562517.9319	      
1.0000	      8.0000	      0.1504	      0.3998	      3.5725	      -26.1816	      -562339.1642	      
1.0000	      9.0000	      1.8431	      0.7264	      3.3867	      -39.5230	      -564415.7302	      
1.0000	      10.0000	      1.9703	      0.2264	      3.4054	      -4.2240	      -512007.0066	      
1.0000	      11.0000	      0.5620	      0.4072	      3.3397	      -23.6792	      -562340.9351	      
1.0000	      12.0000	      0.8528	      0.2596	      3.5897	      -21.1049	      -561733.9038	      
1.0000	      13.0000	      0.7470	      0.5750	      3.5703	      -3.3800	      -492220.3559	      
1.0000	      14.0000	      1.6876	      0.6515	      3.3891	      -18.6252	      -560513.9190	      
1.0000	      15.0000	      0.7291	      0.5455	      3.3236	      -23.9859	      -562901.9121	      
2.0000	      1.0000	      0.3322	      0.9466	      3.3769	      -16.3789	      -552111.1427	      
2.0000	      2.0000	      0.5373	      0.2412	      3.3480	      -31.5309	      -563913.0738	      
2.0000	      3.0000	      1.3880	      0.1343	      3.5551	      -34.2125	      -564382.2210	      
2.0000	      4.0000	      0.7676	      0.0947	      3.3848	      -13.6539	      -543869.0682	      
2.0000	      5.0000	      0.6720	      0.2133	      3.4301	      -26.3247	      -563187.7329	      
2.0000	      6.0000	      1.2724	      0.2114	      3.5306	      -5.3903	      -521818.5261	      
2.0000	      7.0000	      0.6070	      0.7565	      3.5016	      -28.2963	      -563791.2220	      
2.0000	      8.0000	      0.6643	      0.6439	      3.5040	      -29.3783	      -563984.2425	      
2.0000	      9.0000	      0.2405	      0.9601	      3.4943	      -39.0776	      -564226.1896	      
2.0000	      10.0000	      0.0143	      0.6658	      3.4387	      -14.2699	      -537895.3564	      
2.0000	      11.0000	      1.1491	      0.7934	      3.3413	      -26.7203	      -563940.6142	      
2.0000	      12.0000	      0.9950	      0.6877	      3.5695	      -25.7246	      -563914.3743	      
2.0000	      13.0000	      1.3234	      0.7577	      3.4663	      -6.6005	      -530610.0487	      
2.0000	      14.0000	      1.7426	      0.8733	      3.4579	      -19.8026	      -561570.9645	      
2.0000	      15.0000	      1.3031	      0.0951	      3.5238	      -26.9758	      -563830.3449	      
